timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1594953717219,576744,GetObserver,200,OK,Grupo de Usuários 1-3,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,576744,0,0
1594954264549,30685,GetObserver,200,OK,Grupo de Usuários 1-10,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,30685,0,1
1594954260353,34893,GetObserver,200,OK,Grupo de Usuários 1-9,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,34893,0,0
1594953730952,566973,GetObserver,200,OK,Grupo de Usuários 1-1,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,566973,0,0
1594953730972,571155,GetObserver,200,OK,Grupo de Usuários 1-7,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,571155,0,0
1594953730923,591050,GetObserver,200,OK,Grupo de Usuários 1-8,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,591050,0,0
1594953729819,597541,GetObserver,200,OK,Grupo de Usuários 1-4,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,597541,0,0
1594954146137,612155,GetObserver,200,OK,Grupo de Usuários 1-6,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,612155,0,0
1594954758325,44958,GetObserver,200,OK,Grupo de Usuários 1-6,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,44958,0,0
1594954239770,600088,GetObserver,200,OK,Grupo de Usuários 1-2,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,600088,0,1
1594954803284,44328,GetObserver,200,OK,Grupo de Usuários 1-6,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,44328,0,0
1594954295247,573316,GetObserver,200,OK,Grupo de Usuários 1-9,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,573316,0,0
1594954839889,40913,GetObserver,200,OK,Grupo de Usuários 1-2,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,40913,0,1
1594954295235,589356,GetObserver,200,OK,Grupo de Usuários 1-10,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,589356,0,0
1594954847616,41146,GetObserver,200,OK,Grupo de Usuários 1-6,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,41146,0,1
1594954297944,591832,GetObserver,200,OK,Grupo de Usuários 1-1,text,true,,118,126,10,10,http://127.0.0.1:6000/api/getObserve,591832,0,3
